13800,0.930605,0.036640,0.005989,0.003416,0.000877,0.000581,0.000218,0.001252,0.016786,0.003638
14100,0.930654,0.036639,0.005955,0.003416,0.000867,0.000581,0.000212,0.001252,0.016786,0.003638
14400,0.930665,0.036618,0.005978,0.003416,0.000867,0.000581,0.000212,0.001252,0.016786,0.003625
14700,0.930665,0.036618,0.005978,0.003416,0.000867,0.000581,0.000212,0.001252,0.016786,0.003625
15000,0.930574,0.036691,0.005978,0.003416,0.000867,0.000581,0.000212,0.001252,0.016804,0.003625
15300,0.930669,0.036612,0.005978,0.003416,0.000867,0.000581,0.000212,0.001252,0.016788,0.003625
15600,0.930508,0.036707,0.005987,0.003426,0.000875,0.000581,0.000212,0.001252,0.016828,0.003625
15900,0.930513,0.036712,0.005969,0.003426,0.000875,0.000581,0.000212,0.001252,0.016835,0.003625
16200,0.930513,0.036712,0.005969,0.003426,0.000875,0.000581,0.000212,0.001252,0.016835,0.003625
16500,0.930702,0.036625,0.005951,0.003421,0.000868,0.000581,0.000212,0.001246,0.016781,0.003612
16800,0.930655,0.036642,0.005963,0.003426,0.000868,0.000581,0.000212,0.001246,0.016794,0.003612
17100,0.930668,0.036629,0.005969,0.003426,0.000868,0.000581,0.000212,0.001246,0.016789,0.003612
17400,0.930579,0.036666,0.005981,0.003426,0.000879,0.000581,0.000212,0.001246,0.016806,0.003624
17700,0.930697,0.036604,0.005969,0.003416,0.000879,0.000581,0.000212,0.001232,0.016794,0.003617
18000,0.930697,0.036604,0.005969,0.003416,0.000879,0.000581,0.000212,0.001232,0.016794,0.003617
18300,0.930520,0.036714,0.005982,0.003428,0.000873,0.000581,0.000212,0.001226,0.016825,0.003638
18600,0.930780,0.036556,0.005982,0.003423,0.000873,0.000581,0.000212,0.001214,0.016749,0.003629
18900,0.930693,0.036630,0.005968,0.003423,0.000873,0.000576,0.000212,0.001214,0.016782,0.003629
19200,0.930639,0.036655,0.005968,0.003423,0.000873,0.000576,0.000212,0.001214,0.016811,0.003629
19500,0.930732,0.036578,0.005975,0.003417,0.000873,0.000576,0.000212,0.001214,0.016794,0.003629
19800,0.930732,0.036578,0.005975,0.003417,0.000873,0.000576,0.000212,0.001214,0.016794,0.003629
20100,0.930592,0.036669,0.005988,0.003424,0.000873,0.000576,0.000212,0.001214,0.016813,0.003639
20400,0.930645,0.036640,0.005996,0.003415,0.000881,0.000576,0.000212,0.001208,0.016788,0.003639
20700,0.930623,0.036648,0.006005,0.003421,0.000881,0.000576,0.000212,0.001208,0.016788,0.003639
21000,0.930553,0.036666,0.006023,0.003421,0.000889,0.000576,0.000212,0.001208,0.016802,0.003651
21300,0.930573,0.036666,0.006008,0.003421,0.000889,0.000576,0.000212,0.001202,0.016802,0.003651
21600,0.930449,0.036728,0.006042,0.003429,0.000889,0.000576,0.000212,0.001202,0.016823,0.003651
21900,0.930449,0.036728,0.006042,0.003429,0.000889,0.000576,0.000212,0.001202,0.016823,0.003651
22200,0.930534,0.036676,0.006029,0.003429,0.000889,0.000576,0.000212,0.001202,0.016812,0.003642
22500,0.930477,0.036707,0.006029,0.003429,0.000889,0.000576,0.000212,0.001196,0.016844,0.003642
22800,0.930487,0.036692,0.006034,0.003428,0.000889,0.000576,0.000212,0.001196,0.016844,0.003642
23100,0.930384,0.036751,0.006043,0.003434,0.000897,0.000576,0.000212,0.001196,0.016856,0.003652
23400,0.930384,0.036751,0.006043,0.003434,0.000897,0.000576,0.000212,0.001196,0.016856,0.003652
23700,0.930384,0.036751,0.006043,0.003434,0.000897,0.000576,0.000212,0.001196,0.016856,0.003652
24000,0.930384,0.036751,0.006043,0.003434,0.000897,0.000576,0.000212,0.001196,0.016856,0.003652
24300,0.930384,0.036751,0.006043,0.003434,0.000897,0.000576,0.000212,0.001196,0.016856,0.003652
24600,0.930681,0.036636,0.006019,0.003402,0.000876,0.000576,0.000212,0.001196,0.016797,0.003606
24900,0.930723,0.036629,0.006004,0.003402,0.000865,0.000576,0.000217,0.001196,0.016797,0.003591
25200,0.930722,0.036629,0.006004,0.003402,0.000865,0.000576,0.000217,0.001196,0.016797,0.003591
25500,0.930714,0.036629,0.006004,0.003402,0.000874,0.000576,0.000217,0.001196,0.016797,0.003591
25800,0.930610,0.036701,0.006004,0.003402,0.000865,0.000581,0.000217,0.001202,0.016825,0.003591
26100,0.930756,0.036616,0.005995,0.003402,0.000865,0.000581,0.000217,0.001202,0.016788,0.003576
26400,0.930826,0.036585,0.005976,0.003402,0.000865,0.000581,0.000217,0.001202,0.016767,0.003576
26700,0.930761,0.036629,0.005998,0.003402,0.000865,0.000581,0.000217,0.001202,0.016767,0.003576
27000,0.930761,0.036629,0.005998,0.003402,0.000865,0.000581,0.000217,0.001202,0.016767,0.003576
27300,0.930578,0.036739,0.006019,0.003411,0.000871,0.000581,0.000217,0.001209,0.016798,0.003576
27600,0.930695,0.036678,0.005992,0.003405,0.000863,0.000581,0.000217,0.001209,0.016784,0.003576
27900,0.930833,0.036615,0.005969,0.003405,0.000863,0.000581,0.000217,0.001209,0.016747,0.003561
28200,0.930799,0.036632,0.005981,0.003405,0.000863,0.000581,0.000217,0.001209,0.016747,0.003566
28500,0.930735,0.036644,0.006003,0.003412,0.000863,0.000581,0.000217,0.001209,0.016761,0.003574
28800,0.930677,0.036702,0.005997,0.003412,0.000863,0.000581,0.000217,0.001209,0.016767,0.003574
29100,0.930843,0.036597,0.005967,0.003406,0.000863,0.000581,0.000217,0.001209,0.016749,0.003568
29400,0.930843,0.036597,0.005967,0.003406,0.000863,0.000581,0.000217,0.001209,0.016749,0.003568
29700,0.930839,0.036602,0.005959,0.003406,0.000863,0.000581,0.000217,0.001209,0.016755,0.003568
30000,0.930832,0.036617,0.005947,0.003406,0.000863,0.000581,0.000217,0.001215,0.016755,0.003568
30300,0.930833,0.036629,0.005947,0.003406,0.000849,0.000581,0.000217,0.001215,0.016755,0.003568
30600,0.930862,0.036571,0.005955,0.003406,0.000860,0.000581,0.000217,0.001215,0.016764,0.003568
30900,0.930862,0.036571,0.005955,0.003406,0.000860,0.000581,0.000217,0.001215,0.016764,0.003568
31200,0.930878,0.036586,0.005925,0.003406,0.000851,0.000581,0.000217,0.001215,0.016781,0.003559
31500,0.930947,0.036534,0.005918,0.003406,0.000851,0.000581,0.000217,0.001214,0.016771,0.003559
31800,0.930841,0.036593,0.005936,0.003419,0.000858,0.000581,0.000217,0.001215,0.016782,0.003559
32100,0.930897,0.036573,0.005916,0.003419,0.000851,0.000581,0.000217,0.001214,0.016772,0.003559
32400,0.930994,0.036513,0.005916,0.003408,0.000851,0.000581,0.000217,0.001214,0.016765,0.003540
32700,0.930994,0.036513,0.005916,0.003408,0.000851,0.000581,0.000217,0.001214,0.016765,0.003540
33000,0.931021,0.036503,0.005899,0.003408,0.000851,0.000581,0.000217,0.001214,0.016765,0.003540
33300,0.930894,0.036573,0.005907,0.003414,0.000851,0.000581,0.000217,0.001214,0.016796,0.003551
33600,0.930956,0.036552,0.005907,0.003414,0.000851,0.000581,0.000217,0.001214,0.016772,0.003534
33900,0.931041,0.036510,0.005894,0.003406,0.000851,0.000581,0.000212,0.001206,0.016765,0.003534
34200,0.931113,0.036465,0.005894,0.003401,0.000842,0.000575,0.000212,0.001206,0.016765,0.003528
34500,0.931113,0.036465,0.005894,0.003401,0.000842,0.000575,0.000212,0.001206,0.016765,0.003528
34800,0.931113,0.036472,0.005886,0.003401,0.000842,0.000575,0.000212,0.001206,0.016765,0.003528
35100,0.931176,0.036447,0.005869,0.003401,0.000842,0.000575,0.000212,0.001197,0.016765,0.003518
35400,0.931143,0.036466,0.005876,0.003401,0.000842,0.000575,0.000212,0.001197,0.016771,0.003518
35700,0.931038,0.036530,0.005877,0.003401,0.000842,0.000575,0.000212,0.001197,0.016801,0.003528
36000,0.931038,0.036530,0.005877,0.003401,0.000842,0.000575,0.000212,0.001197,0.016801,0.003528
36300,0.931255,0.036408,0.005853,0.003395,0.000833,0.000575,0.000212,0.001191,0.016756,0.003520
36600,0.931255,0.036408,0.005853,0.003395,0.000833,0.000575,0.000212,0.001191,0.016756,0.003520
36900,0.931233,0.036408,0.005865,0.003395,0.000833,0.000575,0.000212,0.001191,0.016768,0.003520
37200,0.931130,0.036470,0.005878,0.003395,0.000833,0.000575,0.000212,0.001191,0.016796,0.003520
37500,0.931169,0.036444,0.005878,0.003395,0.000833,0.000575,0.000212,0.001191,0.016783,0.003520
37800,0.931239,0.036434,0.005843,0.003395,0.000833,0.000575,0.000212,0.001191,0.016767,0.003512
38100,0.931133,0.036499,0.005861,0.003395,0.000833,0.000575,0.000212,0.001191,0.016789,0.003512
38400,0.931133,0.036499,0.005861,0.003395,0.000833,0.000575,0.000212,0.001191,0.016789,0.003512
38700,0.931200,0.036436,0.005870,0.003395,0.000833,0.000575,0.000212,0.001179,0.016779,0.003520
39000,0.931046,0.036537,0.005870,0.003395,0.000833,0.000575,0.000212,0.001179,0.016819,0.003534
39300,0.931176,0.036455,0.005876,0.003395,0.000840,0.000575,0.000212,0.001179,0.016774,0.003518
39600,0.931122,0.036473,0.005890,0.003395,0.000840,0.000575,0.000212,0.001179,0.016781,0.003532
39900,0.931122,0.036473,0.005890,0.003395,0.000840,0.000575,0.000212,0.001179,0.016781,0.003532
40200,0.931062,0.036524,0.005890,0.003395,0.000840,0.000575,0.000212,0.001179,0.016791,0.003532
40500,0.931133,0.036472,0.005878,0.003395,0.000834,0.000575,0.000212,0.001179,0.016791,0.003532
40800,0.931159,0.036472,0.005878,0.003395,0.000834,0.000575,0.000212,0.001179,0.016778,0.003519
41100,0.931136,0.036481,0.005878,0.003395,0.000839,0.000575,0.000212,0.001179,0.016778,0.003528
41400,0.931051,0.036533,0.005888,0.003395,0.000839,0.000575,0.000212,0.001179,0.016789,0.003540
41700,0.931051,0.036533,0.005888,0.003395,0.000839,0.000575,0.000212,0.001179,0.016789,0.003540
42000,0.931114,0.036485,0.005888,0.003395,0.000839,0.000575,0.000212,0.001179,0.016780,0.003534
42300,0.931112,0.036474,0.005900,0.003395,0.000839,0.000575,0.000212,0.001179,0.016780,0.003534
42600,0.931119,0.036474,0.005900,0.003395,0.000839,0.000575,0.000212,0.001179,0.016780,0.003528
42900,0.931068,0.036514,0.005888,0.003395,0.000839,0.000575,0.000212,0.001179,0.016794,0.003535
43200,0.931109,0.036490,0.005897,0.003389,0.000839,0.000575,0.000212,0.001179,0.016775,0.003535
43500,0.931109,0.036490,0.005897,0.003389,0.000839,0.000575,0.000212,0.001179,0.016775,0.003535
43800,0.931126,0.036464,0.005890,0.003394,0.000839,0.000575,0.000212,0.001184,0.016782,0.003535
44100,0.931126,0.036464,0.005890,0.003394,0.000839,0.000575,0.000212,0.001184,0.016782,0.003535
44400,0.931142,0.036455,0.005889,0.003394,0.000839,0.000575,0.000212,0.001184,0.016782,0.003528
44700,0.931100,0.036498,0.005895,0.003394,0.000839,0.000575,0.000212,0.001184,0.016776,0.003528
45000,0.931129,0.036463,0.005895,0.003394,0.000839,0.000575,0.000212,0.001184,0.016776,0.003533
45300,0.931013,0.036534,0.005908,0.003394,0.000844,0.000575,0.000212,0.001184,0.016802,0.003533
45600,0.931013,0.036534,0.005908,0.003394,0.000844,0.000575,0.000212,0.001184,0.016802,0.003533
45900,0.930991,0.036534,0.005913,0.003401,0.000844,0.000575,0.000212,0.001184,0.016802,0.003542
46200,0.931012,0.036534,0.005913,0.003401,0.000844,0.000575,0.000212,0.001178,0.016767,0.003564
46500,0.930847,0.036617,0.005933,0.003412,0.000852,0.000575,0.000212,0.001178,0.016799,0.003575
46800,0.931002,0.036549,0.005926,0.003406,0.000852,0.000575,0.000212,0.001178,0.016725,0.003575
47100,0.930972,0.036531,0.005926,0.003406,0.000852,0.000575,0.000212,0.001185,0.016766,0.003575
47400,0.930972,0.036531,0.005926,0.003406,0.000852,0.000575,0.000212,0.001185,0.016766,0.003575
47700,0.930948,0.036548,0.005933,0.003406,0.000852,0.000575,0.000212,0.001185,0.016766,0.003575
48000,0.931059,0.036507,0.005895,0.003406,0.000838,0.000575,0.000212,0.001185,0.016759,0.003565
48300,0.930961,0.036555,0.005910,0.003406,0.000843,0.000575,0.000212,0.001185,0.016788,0.003565
48600,0.931052,0.036511,0.005919,0.003389,0.000834,0.000575,0.000212,0.001178,0.016765,0.003565
48900,0.931052,0.036501,0.005909,0.003389,0.000834,0.000580,0.000212,0.001186,0.016772,0.003565
49200,0.931052,0.036501,0.005909,0.003389,0.000834,0.000580,0.000212,0.001186,0.016772,0.003565
49500,0.931052,0.036501,0.005909,0.003389,0.000834,0.000580,0.000212,0.001186,0.016772,0.003565
49800,0.930938,0.036579,0.005920,0.003395,0.000828,0.000580,0.000212,0.001186,0.016799,0.003565
50100,0.931029,0.036531,0.005920,0.003395,0.000834,0.000580,0.000212,0.001186,0.016748,0.003565
50400,0.931105,0.036476,0.005906,0.003384,0.000822,0.000580,0.000212,0.001186,0.016771,0.003559
50700,0.931105,0.036476,0.005906,0.003384,0.000822,0.000580,0.000212,0.001186,0.016771,0.003559
51000,0.930993,0.036547,0.005921,0.003392,0.000828,0.000580,0.000212,0.001197,0.016771,0.003559
51300,0.930992,0.036540,0.005914,0.003392,0.000828,0.000586,0.000212,0.001197,0.016771,0.003567
51600,0.930997,0.036552,0.005906,0.003392,0.000828,0.000579,0.000212,0.001197,0.016771,0.003567
51900,0.930954,0.036582,0.005892,0.003392,0.000821,0.000579,0.000212,0.001197,0.016799,0.003572
52200,0.931046,0.036524,0.005885,0.003385,0.000821,0.000579,0.000212,0.001197,0.016791,0.003559
52500,0.930954,0.036582,0.005897,0.003385,0.000821,0.000579,0.000212,0.001188,0.016810,0.003571
52800,0.930928,0.036560,0.005931,0.003391,0.000826,0.000579,0.000212,0.001194,0.016816,0.003562
53100,0.930928,0.036560,0.005931,0.003391,0.000826,0.000579,0.000212,0.001194,0.016816,0.003562
53400,0.930985,0.036560,0.005906,0.003385,0.000819,0.000579,0.000212,0.001185,0.016808,0.003562
53700,0.930998,0.036560,0.005899,0.003385,0.000819,0.000579,0.000212,0.001185,0.016801,0.003562
54000,0.931057,0.036504,0.005899,0.003378,0.000819,0.000579,0.000212,0.001195,0.016795,0.003562
54300,0.931043,0.036513,0.005899,0.003395,0.000831,0.000579,0.000212,0.001195,0.016787,0.003546
54600,0.931043,0.036513,0.005899,0.003395,0.000831,0.000579,0.000212,0.001195,0.016787,0.003546
54900,0.930916,0.036601,0.005911,0.003387,0.000817,0.000579,0.000212,0.001195,0.016810,0.003571
55200,0.930999,0.036560,0.005903,0.003381,0.000817,0.000579,0.000212,0.001190,0.016797,0.003561
55500,0.930982,0.036577,0.005903,0.003381,0.000817,0.000579,0.000212,0.001190,0.016797,0.003561
55800,0.930974,0.036567,0.005909,0.003387,0.000824,0.000579,0.000212,0.001190,0.016797,0.003561
56100,0.930935,0.036591,0.005909,0.003387,0.000824,0.000579,0.000212,0.001190,0.016812,0.003561
56400,0.930935,0.036591,0.005909,0.003387,0.000824,0.000579,0.000212,0.001190,0.016812,0.003561
56700,0.931055,0.036567,0.005901,0.003379,0.000813,0.000579,0.000212,0.001190,0.016747,0.003555
57000,0.931051,0.036516,0.005910,0.003379,0.000813,0.000579,0.000212,0.001190,0.016794,0.003555
57300,0.930988,0.036564,0.005910,0.003379,0.000813,0.000579,0.000212,0.001190,0.016809,0.003555
57600,0.931093,0.036509,0.005875,0.003379,0.000819,0.000573,0.000212,0.001190,0.016789,0.003560
57900,0.930987,0.036579,0.005899,0.003385,0.000819,0.000573,0.000212,0.001190,0.016790,0.003566
58200,0.930987,0.036579,0.005899,0.003385,0.000819,0.000573,0.000212,0.001190,0.016790,0.003566
58500,0.931030,0.036536,0.005899,0.003385,0.000819,0.000573,0.000212,0.001190,0.016790,0.003566
58800,0.930996,0.036583,0.005886,0.003385,0.000819,0.000573,0.000212,0.001190,0.016790,0.003566
59100,0.930878,0.036628,0.005916,0.003390,0.000827,0.000573,0.000212,0.001190,0.016806,0.003580
59400,0.930839,0.036628,0.005938,0.003390,0.000827,0.000579,0.000212,0.001190,0.016818,0.003580
59700,0.930826,0.036627,0.005938,0.003396,0.000827,0.000579,0.000212,0.001190,0.016825,0.003580
60000,0.930816,0.036677,0.005921,0.003390,0.000827,0.000579,0.000212,0.001190,0.016813,0.003574
60300,0.930874,0.036628,0.005913,0.003390,0.000827,0.000579,0.000212,0.001190,0.016813,0.003574
60600,0.930948,0.036568,0.005913,0.003385,0.000827,0.000579,0.000212,0.001190,0.016797,0.003582
60900,0.930968,0.036554,0.005918,0.003384,0.000827,0.000579,0.000212,0.001190,0.016797,0.003571
61200,0.930951,0.036554,0.005918,0.003390,0.000827,0.000579,0.000212,0.001190,0.016808,0.003571
61500,0.931002,0.036549,0.005918,0.003383,0.000827,0.000579,0.000212,0.001190,0.016770,0.003571
61800,0.930831,0.036619,0.005928,0.003395,0.000827,0.000579,0.000212,0.001190,0.016838,0.003582
62100,0.930831,0.036619,0.005928,0.003395,0.000827,0.000579,0.000212,0.001190,0.016838,0.003582
62400,0.931005,0.036541,0.005899,0.003383,0.000827,0.000579,0.000212,0.001183,0.016795,0.003576
62700,0.931064,0.036535,0.005899,0.003377,0.000827,0.000570,0.000212,0.001183,0.016765,0.003568
63000,0.930984,0.036581,0.005905,0.003377,0.000827,0.000577,0.000212,0.001183,0.016795,0.003558
63300,0.930988,0.036581,0.005898,0.003377,0.000815,0.000577,0.000212,0.001183,0.016795,0.003574
63600,0.930948,0.036596,0.005921,0.003377,0.000815,0.000577,0.000212,0.001183,0.016795,0.003574
63900,0.930948,0.036596,0.005921,0.003377,0.000821,0.000572,0.000212,0.001183,0.016795,0.003574
64200,0.930993,0.036578,0.005914,0.003377,0.000821,0.000572,0.000206,0.001183,0.016795,0.003560
64500,0.931008,0.036503,0.005914,0.003385,0.000835,0.000572,0.000206,0.001183,0.016805,0.003589
64800,0.930951,0.036568,0.005914,0.003385,0.000835,0.000572,0.000206,0.001183,0.016805,0.003580
65100,0.930994,0.036558,0.005914,0.003385,0.000835,0.000572,0.000206,0.001183,0.016772,0.003581
65400,0.930994,0.036558,0.005914,0.003385,0.000835,0.000572,0.000206,0.001183,0.016772,0.003581
65700,0.930980,0.036541,0.005908,0.003392,0.000842,0.000572,0.000213,0.001183,0.016802,0.003566
66000,0.930996,0.036569,0.005901,0.003377,0.000815,0.000583,0.000219,0.001183,0.016802,0.003555
66300,0.931029,0.036551,0.005887,0.003377,0.000815,0.000576,0.000219,0.001183,0.016802,0.003561
66600,0.930922,0.036603,0.005895,0.003401,0.000837,0.000576,0.000219,0.001183,0.016802,0.003561
66900,0.931052,0.036560,0.005883,0.003376,0.000801,0.000576,0.000219,0.001183,0.016789,0.003561
67200,0.931052,0.036560,0.005883,0.003376,0.000801,0.000576,0.000219,0.001183,0.016789,0.003561
67500,0.931058,0.036566,0.005883,0.003376,0.000801,0.000576,0.000213,0.001183,0.016789,0.003555
67800,0.931056,0.036538,0.005883,0.003376,0.000809,0.000582,0.000213,0.001183,0.016814,0.003545
68100,0.931181,0.036495,0.005875,0.003362,0.000799,0.000582,0.000219,0.001183,0.016778,0.003525
68400,0.931117,0.036502,0.005897,0.003372,0.000799,0.000574,0.000207,0.001183,0.016799,0.003551
68700,0.931077,0.036541,0.005897,0.003365,0.000799,0.000583,0.000219,0.001183,0.016799,0.003537
69000,0.931111,0.036495,0.005897,0.003372,0.000807,0.000576,0.000213,0.001183,0.016799,0.003546
69300,0.931111,0.036495,0.005897,0.003372,0.000807,0.000576,0.000213,0.001183,0.016799,0.003546
69600,0.931113,0.036478,0.005897,0.003382,0.000813,0.000583,0.000213,0.001183,0.016792,0.003546
69900,0.931091,0.036494,0.005897,0.003382,0.000813,0.000571,0.000207,0.001183,0.016799,0.003563
70200,0.931121,0.036495,0.005866,0.003368,0.000804,0.000583,0.000207,0.001195,0.016799,0.003563
70500,0.931078,0.036468,0.005886,0.003389,0.000835,0.000568,0.000207,0.001201,0.016799,0.003569
70800,0.931159,0.036457,0.005860,0.003376,0.000824,0.000568,0.000207,0.001201,0.016799,0.003550
71100,0.931159,0.036457,0.005860,0.003376,0.000824,0.000568,0.000207,0.001201,0.016799,0.003550
71400,0.931121,0.036444,0.005889,0.003376,0.000824,0.000579,0.000215,0.001194,0.016808,0.003550
71700,0.931150,0.036459,0.005865,0.003382,0.000835,0.000566,0.000210,0.001183,0.016800,0.003550
72000,0.931147,0.036453,0.005865,0.003382,0.000835,0.000566,0.000210,0.001176,0.016816,0.003550
72300,0.930887,0.036653,0.005909,0.003392,0.000835,0.000566,0.000210,0.001189,0.016810,0.003550
72600,0.931158,0.036441,0.005869,0.003379,0.000818,0.000577,0.000210,0.001201,0.016790,0.003555
72900,0.931158,0.036441,0.005869,0.003379,0.000818,0.000577,0.000210,0.001201,0.016790,0.003555
73200,0.930980,0.036524,0.005905,0.003388,0.000835,0.000577,0.000218,0.001194,0.016837,0.003542
73500,0.931074,0.036540,0.005890,0.003354,0.000797,0.000584,0.000218,0.001185,0.016816,0.003542
73800,0.931207,0.036476,0.005822,0.003360,0.000783,0.000584,0.000218,0.001185,0.016803,0.003563
74100,0.931136,0.036521,0.005866,0.003360,0.000806,0.000571,0.000205,0.001185,0.016803,0.003547
74400,0.931136,0.036521,0.005866,0.003360,0.000806,0.000571,0.000205,0.001185,0.016803,0.003547
74700,0.931068,0.036502,0.005901,0.003378,0.000833,0.000571,0.000205,0.001185,0.016809,0.003547
75000,0.931021,0.036509,0.005913,0.003378,0.000841,0.000571,0.000214,0.001185,0.016821,0.003547
75300,0.931117,0.036509,0.005877,0.003359,0.000801,0.000581,0.000214,0.001185,0.016803,0.003554
75600,0.931097,0.036480,0.005885,0.003374,0.000828,0.000567,0.000208,0.001185,0.016803,0.003573
75900,0.931131,0.036433,0.005885,0.003374,0.000834,0.000567,0.000208,0.001185,0.016815,0.003567
76200,0.931133,0.036433,0.005885,0.003361,0.000810,0.000573,0.000208,0.001193,0.016827,0.003578
76500,0.931100,0.036527,0.005876,0.003355,0.000800,0.000573,0.000208,0.001193,0.016816,0.003553
76800,0.931100,0.036527,0.005876,0.003355,0.000800,0.000573,0.000208,0.001193,0.016816,0.003553
77100,0.931085,0.036511,0.005870,0.003376,0.000821,0.000573,0.000214,0.001193,0.016803,0.003553
77400,0.931142,0.036462,0.005870,0.003364,0.000802,0.000583,0.000214,0.001201,0.016797,0.003566
77700,0.930949,0.036516,0.005914,0.003388,0.000835,0.000583,0.000214,0.001201,0.016829,0.003572
78000,0.930964,0.036581,0.005883,0.003380,0.000822,0.000571,0.000209,0.001201,0.016829,0.003561
78300,0.931042,0.036503,0.005882,0.003380,0.000822,0.000571,0.000209,0.001201,0.016829,0.003561
78600,0.931053,0.036503,0.005883,0.003386,0.000835,0.000581,0.000209,0.001201,0.016796,0.003554
78900,0.930916,0.036597,0.005920,0.003379,0.000818,0.000573,0.000209,0.001201,0.016821,0.003566
