0,384.96,14190780,277.47,384.94,8050544,283.20
300,384.96,14190780,277.47,384.94,8050544,283.20
600,387.95,14194413,277.10,384.94,8050544,283.20
900,380.90,14187146,277.10,384.94,8050544,283.20
1200,385.68,14190301,277.10,384.94,8050544,283.20
1500,386.96,14192949,277.47,384.94,8050544,283.20
1800,383.35,14189814,277.47,384.94,8050544,283.20
2100,384.20,14189269,277.10,384.94,8050544,283.20
2400,383.60,14188015,277.10,387.97,8045661,283.18
2700,384.75,14189344,277.47,386.78,8045661,283.19
3000,386.58,14192015,277.10,386.31,8045661,283.19
3300,383.38,14189743,277.47,386.05,8045661,283.19
3600,386.97,14193372,277.47,385.88,8045661,283.19
3900,385.79,14192441,277.10,385.78,8045661,283.19
4200,381.54,14187406,277.10,385.71,8045661,283.19
4500,384.28,14188672,277.10,385.66,8045661,283.19
4800,388.81,14193927,277.10,388.68,8040778,283.18
5100,384.22,14191137,277.47,384.30,8045661,283.20
5400,387.13,14194395,277.47,388.05,8040778,283.18
5700,384.29,14192294,277.47,387.10,8040778,283.18
6000,386.08,14193974,277.47,386.70,8040778,283.18
6300,384.69,14192943,277.47,386.47,8040778,283.18
6600,384.82,14192890,277.47,386.36,8040778,283.18
6900,384.97,14192941,277.47,386.25,8040778,283.18
7200,385.56,14193593,277.47,386.16,8040778,283.18
7500,384.29,14192454,277.47,386.08,8040778,283.18
7800,386.40,14194670,277.47,386.02,8040778,283.19
8100,384.09,14192823,277.47,385.97,8040778,283.19
8400,384.82,14193113,277.47,385.94,8040778,283.19
8700,381.56,14189169,277.47,385.89,8040778,283.19
9000,389.13,14195863,277.10,385.86,8040778,283.19
9300,389.84,14199593,277.47,385.83,8040778,283.19
9600,386.27,14197483,277.47,385.81,8040778,283.19
9900,385.47,14195758,277.10,385.78,8040778,283.19
10200,384.31,14193817,277.10,385.76,8040778,283.19
10500,384.08,14193451,277.47,385.74,8040778,283.19
10800,388.65,14197820,277.10,385.72,8040778,283.19
11100,385.61,14196471,277.47,385.71,8040778,283.19
11400,385.87,14196878,277.47,388.71,8035895,283.17
11700,387.12,14198625,277.47,384.40,8040778,283.19
12000,385.23,14196368,277.10,388.24,8035895,283.17
12300,388.95,14200260,277.10,387.24,8035895,283.18
12600,383.68,14196076,277.47,386.83,8035895,283.18
12900,384.35,14195953,277.47,386.64,8035895,283.18
13200,383.33,14194323,277.47,389.51,8031013,283.16
13500,384.29,14193860,277.10,385.12,8035895,283.18
13800,383.47,14192432,277.10,388.82,8031013,283.16
14100,385.22,14194483,277.47,387.82,8031013,283.17
14400,387.95,14198197,277.47,387.39,8031013,283.17
14700,386.56,14197424,277.10,390.16,8026130,283.15
15000,384.62,14195351,277.10,388.87,8026130,283.16
15300,381.79,14191358,277.10,388.21,8026130,283.16
15600,385.18,14194377,277.47,387.87,8026130,283.16
15900,384.57,14194157,277.47,387.68,8026130,283.16
16200,387.22,14197405,277.47,387.51,8026130,283.16
16500,389.89,14202020,277.47,384.35,8031013,283.18
16800,384.65,14198048,277.47,388.53,8026130,283.16
17100,383.36,14194953,277.10,384.59,8031013,283.18
17400,382.47,14192484,277.10,388.59,8026130,283.16
17700,385.17,14195069,277.47,384.58,8031013,283.18
18000,383.73,14193099,277.10,388.55,8026130,283.16
18300,386.47,14195678,277.10,387.63,8026130,283.17
18600,385.32,14195048,277.10,387.32,8026130,283.17
18900,386.15,14195861,277.10,387.15,8026130,283.17
19200,385.18,14195220,277.10,383.95,8031013,283.19
19500,387.03,14198051,277.47,388.15,8026130,283.16
19800,386.31,14197542,277.10,384.31,8031013,283.19
20100,381.73,14192277,277.10,385.19,8031013,283.18
20400,385.37,14194691,277.10,388.55,8026130,283.16
20700,384.01,14194104,277.47,384.41,8031013,283.19
21000,383.77,14192815,277.10,385.24,8031013,283.18
21300,384.20,14192792,277.10,388.58,8026130,283.16
21600,387.89,14196937,277.10,387.52,8026130,283.17
21900,387.37,14197745,277.10,387.16,8026130,283.17
22200,386.36,14198231,277.47,393.02,8016364,283.14
22500,389.60,14201955,277.10,402.64,7996833,283.08
22800,387.82,14201641,277.10,399.52,7991950,283.08
23100,383.34,14196805,277.10,398.81,7987067,283.07
23400,385.15,14197296,277.10,398.86,7982184,283.07
23700,382.72,14194844,277.47,399.10,7977302,283.06
24000,379.92,14189641,277.10,399.47,7972419,283.05
24300,383.29,14191206,277.10,396.89,7972419,283.06
24600,382.00,14189330,277.10,398.43,7967536,283.05
24900,382.06,14189150,277.47,399.38,7962653,283.04
25200,384.04,14191055,277.47,397.16,7962653,283.05
25500,382.88,14190200,277.47,398.79,7957770,283.04
25800,384.97,14192348,277.47,396.92,7957770,283.04
26100,385.24,14193375,277.47,395.96,7957770,283.05
26400,385.27,14194112,277.47,398.03,7952888,283.04
26700,385.34,14194691,277.47,399.23,7948005,283.03
27000,383.73,14193185,277.47,400.14,7943122,283.02
27300,382.50,14191362,277.47,400.84,7938239,283.01
27600,382.60,14190647,277.47,401.29,7933356,283.00
27900,381.45,14188612,277.47,399.06,7933356,283.01
28200,381.95,14187339,277.10,400.65,7928473,283.00
28500,384.95,14190659,277.47,398.66,7928473,283.01
28800,389.28,14196789,277.47,400.59,7923591,283.00
29100,388.42,14197698,277.10,401.60,7918708,282.99
29400,387.11,14197446,277.10,399.47,7918708,283.00
29700,387.58,14198478,277.10,401.14,7913825,282.99
30000,384.00,14194883,277.10,399.25,7913825,283.00
30300,381.96,14191384,277.10,401.08,7908942,282.98
30600,385.41,14193758,277.10,399.26,7908942,282.99
30900,388.80,14198981,277.47,398.22,7908942,283.00
31200,386.71,14197800,277.10,400.57,7904059,282.98
31500,385.55,14196753,277.10,398.90,7904059,282.99
31800,385.10,14195982,277.10,400.83,7899177,282.98
32100,386.07,14197536,277.47,399.10,7899177,282.99
32400,384.38,14196122,277.47,401.04,7894294,282.98
32700,386.10,14197084,277.10,399.37,7894294,282.98
33000,382.37,14192876,277.10,401.32,7889411,282.97
33300,384.79,14194875,277.47,399.48,7889411,282.98
33600,381.61,14190485,277.10,398.53,7889411,282.98
33900,385.62,14194411,277.47,400.95,7884528,282.97
34200,385.92,14194968,277.10,402.12,7879645,282.96
34500,389.20,14199297,277.10,400.12,7879645,282.97
34800,388.03,14199808,277.10,401.95,7874763,282.96
35100,388.58,14202125,277.47,400.16,7874763,282.96
35400,388.36,14203237,277.47,399.32,7874763,282.97
35700,381.86,14196415,277.47,401.60,7869880,282.95
36000,393.16,14207890,277.47,399.79,7869880,282.96
36300,395.86,14214146,277.10,401.83,7864997,282.95
36600,389.97,14211051,277.10,400.10,7864997,282.96
36900,391.94,14213708,277.10,399.26,7864997,282.96
37200,392.09,14215384,277.10,401.49,7860114,282.95
37500,391.99,14217395,277.47,399.97,7860114,282.96
37800,392.43,14218843,277.10,399.21,7860114,282.96
38100,394.30,14222276,277.10,401.42,7855231,282.95
38400,391.66,14221847,277.47,402.71,7850348,282.94
38700,390.28,14221058,277.47,400.84,7850348,282.94
39000,391.83,14223162,277.47,399.94,7850348,282.95
39300,392.97,14224972,277.10,399.28,7850348,282.95
39600,391.74,14224666,277.10,401.56,7845466,282.94
39900,392.02,14225427,277.10,400.10,7845466,282.95
40200,397.69,14232983,277.10,402.21,7840583,282.93
40500,392.29,14230663,277.47,403.38,7835700,282.92
40800,394.24,14232650,277.10,395.21,7845466,282.96
41100,393.18,14232659,277.10,402.83,7835700,282.93
41400,391.82,14232374,277.47,403.52,7830817,282.92
41700,392.61,14233701,277.47,404.22,7825934,282.91
42000,390.62,14232220,277.47,398.99,7830817,282.94
42300,389.51,14230718,277.47,402.04,7825934,282.92
42600,394.84,14235831,277.10,397.65,7830817,282.94
42900,393.71,14237207,277.47,404.10,7821052,282.91
43200,392.59,14236338,277.10,404.58,7816169,282.90
43500,395.75,14241275,277.47,393.10,7830817,282.96
43800,392.08,14239032,277.47,398.80,7825934,282.94
44100,397.01,14244266,277.10,407.27,7811286,282.89
44400,390.88,14239180,277.10,403.24,7811286,282.91
44700,392.76,14240353,277.10,401.65,7811286,282.91
45000,389.75,14237038,277.10,400.75,7811286,282.92
45300,394.46,14241547,277.10,406.07,7801520,282.88
45600,397.48,14246665,277.10,403.20,7801520,282.90
45900,396.24,14248583,277.47,401.87,7801520,282.90
46200,392.85,14245561,277.10,401.04,7801520,282.90
46500,393.80,14247214,277.47,403.42,7796638,282.89
46800,406.67,14262896,277.10,401.75,7796638,282.90
47100,409.32,14272852,277.10,400.93,7796638,282.90
47400,409.44,14279529,277.10,403.25,7791755,282.89
