0,0.005,0.01,0.035,0.025,0.05,0.03,0.03,0.025,0.105
0.005,0,0.005,0,0.01,0.01,0.01,0.02,0.01,0.13
0.01,0.005,0,0,0,0.015,0.002,0.01,0.09,0.125
0.035,0,0,0,0,0.005,0.005,0.005,0.095,0.12
0.025,0.01,0,0,0,0.005,0.005,0.005,0.095,0.115
0.05,0.01,0.015,0.005,0.005,0,0,0,0.1,0.115
0.03,0.01,0.002,0.005,0.005,0,0,0,0.1,0.115
0.03,0.02,0.01,0.005,0.005,0,0,0,0.11,0.115
0.025,0.01,0.09,0.095,0.095,0.1,0.1,0.11,0,0
0.105,0.13,0.125,0.12,0.115,0.115,0.115,0.115,0,0
